county,week,week number,Examination Gloves,Lab Supplies,Viral Testing Media,Test Kits,Swabs,Surgical or Examination Gowns,Medical Equipment,Wipes,Surgical Masks,Cloth Masks,Shoe Covers,Other / None of the above,Face Shields (Disposable),N-95 Respirators,Hand Sanitizers,Cleaning Supplies,Sample Collecting Kits,Coveralls (Hospitals or EMS),Pharmaceuticals,Goggles,Body Bags,KN95 Respirators,Ventilators,Personnel,Beds/Cots,Lab Kit,Lab Platform,Bedding Accessories,Fit Testing Supplies
['San Benito'],2021-02-06 to 2021-02-12,10,[1783000.0],[7000.0],[269276.0],[106400.0],[630000.0],[897820.0],[35100.0],[2461920.0],[2359000.0],[136500.0],[14000.0],[3962.0],[47600.0],[1683990.0],[27440.0],[0.0],[89600.0],[1925.0],[56.0],[0.0],[1820.0],[56280.0],[70.0],[70.0],[0.0],[0.0],[0.0],[0.0],[14.0]
['Glenn'],2021-02-06 to 2021-02-12,10,[777000.0],[0.0],[32256.0],[117880.0],[91000.0],[19950.0],[19600.0],[0.0],[1766800.0],[101500.0],[0.0],[70.0],[25900.0],[1743000.0],[24472.0],[0.0],[1750.0],[0.0],[1785.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Nevada'],2021-02-06 to 2021-02-12,10,[2945600.0],[0.0],[83139.0],[44240.0],[120400.0],[224784.0],[69300.0],[12600.0],[959000.0],[77000.0],[0.0],[22988.0],[67900.0],[1020040.0],[59150.0],[0.0],[4550.0],[2800.0],[700.0],[7700.0],[0.0],[95200.0],[0.0],[76.0],[0.0],[0.0],[0.0],[0.0],[28.0]
['San Diego'],2021-02-06 to 2021-02-12,10,[132126736.0],[141400.0],[1779520.0],[3412640.0],[3136000.0],[27648628.0],[1478862.0],[5165528.0],[125135200.0],[10188500.0],[700000.0],[2088991.0],[5412256.0],[19727445.0],[3396327.0],[177282.0],[470400.0],[77364.0],[49266.0],[823200.0],[10570.0],[35280.0],[1260.0],[2775.0],[504.0],[0.0],[0.0],[0.0],[371.0]
['Inyo'],2021-02-06 to 2021-02-12,10,[4061960.0],[52500.0],[18158.0],[72870.0],[126700.0],[35924.0],[32893.0],[660800.0],[3646300.0],[921340.0],[28000.0],[5488.0],[193592.0],[661360.0],[113484.0],[756.0],[9100.0],[10087.0],[100800.0],[2100.0],[1050.0],[66920.0],[280.0],[21.0],[364.0],[0.0],[0.0],[0.0],[35.0]
['Yolo'],2021-02-06 to 2021-02-12,10,[7867160.0],[7056.0],[88256.0],[340480.0],[147000.0],[552846.0],[0.0],[530880.0],[5474000.0],[2525740.0],[42000.0],[85925.0],[326060.0],[1776600.0],[308735.0],[0.0],[21000.0],[28063.0],[959.0],[16800.0],[0.0],[334040.0],[0.0],[238.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Modoc'],2021-02-06 to 2021-02-12,10,[406000.0],[0.0],[53998.0],[62720.0],[71400.0],[91700.0],[19600.0],[13440.0],[1387400.0],[57120.0],[0.0],[143108.0],[37100.0],[122920.0],[30128.0],[0.0],[1750.0],[0.0],[252.0],[0.0],[0.0],[8820.0],[14.0],[63.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Humboldt'],2021-02-06 to 2021-02-12,10,[10501960.0],[0.0],[621292.0],[276880.0],[764400.0],[1150800.0],[108510.0],[50400.0],[13976200.0],[569240.0],[5250.0],[792451.0],[309636.0],[1911440.0],[275112.0],[0.0],[441700.0],[0.0],[0.0],[11100.0],[0.0],[134960.0],[35.0],[0.0],[1456.0],[0.0],[0.0],[0.0],[28.0]
['Ventura'],2021-02-06 to 2021-02-12,10,[21083300.0],[0.0],[874328.0],[201600.0],[1582000.0],[3503150.0],[240520.0],[1459360.0],[68899250.0],[2762620.0],[0.0],[68292.0],[2675400.0],[15913800.0],[593005.0],[0.0],[797650.0],[35280.0],[5635.0],[48300.0],[0.0],[371140.0],[350.0],[407.0],[336.0],[0.0],[0.0],[0.0],[595.0]
['Tuolumne'],2021-02-06 to 2021-02-12,10,[3570000.0],[0.0],[42000.0],[109830.0],[154000.0],[339360.0],[7014.0],[20160.0],[13549900.0],[147840.0],[0.0],[28.0],[209160.0],[1323784.0],[99085.0],[0.0],[28000.0],[350.0],[2212.0],[3500.0],[0.0],[114660.0],[0.0],[77.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Santa Cruz'],2021-02-06 to 2021-02-12,10,[16250080.0],[71652.0],[363090.0],[448000.0],[463400.0],[2667700.0],[1946.0],[266000.0],[15218000.0],[1316840.0],[476000.0],[29890.0],[746844.0],[7868105.0],[801220.0],[5600.0],[164500.0],[37800.0],[497.0],[34720.0],[0.0],[85820.0],[0.0],[1279.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Solano'],2021-02-06 to 2021-02-12,10,[16865520.0],[94300.0],[411978.0],[878080.0],[693700.0],[678496.0],[14385.0],[40320.0],[9994600.0],[899920.0],[5250.0],[96397.0],[763138.0],[3861340.0],[244636.0],[0.0],[0.0],[33250.0],[3052.0],[70700.0],[0.0],[13020.0],[0.0],[126.0],[0.0],[45500.0],[0.0],[0.0],[35.0]
['Siskiyou'],2021-02-06 to 2021-02-12,10,[1264000.0],[0.0],[44142.0],[226520.0],[197407.0],[100184.0],[49550.0],[7000.0],[4263000.0],[339500.0],[0.0],[50.0],[35224.0],[855240.0],[60732.0],[0.0],[73500.0],[0.0],[2875.0],[0.0],[0.0],[70000.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],[98.0]
['Del Norte'],2021-02-06 to 2021-02-12,10,[7914900.0],[0.0],[355005.0],[141995.0],[358400.0],[552552.0],[0.0],[847392.0],[9976400.0],[381220.0],[28000.0],[211246.0],[90300.0],[1489810.0],[182028.0],[42.0],[322350.0],[10500.0],[0.0],[8400.0],[0.0],[190820.0],[0.0],[42.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Plumas'],2021-02-06 to 2021-02-12,10,[308000.0],[0.0],[19600.0],[40320.0],[70000.0],[18200.0],[19600.0],[37800.0],[659400.0],[105000.0],[0.0],[16422.0],[30912.0],[94920.0],[25116.0],[0.0],[0.0],[2814.0],[1414.0],[5600.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[0.0],[133.0]
['Tehama'],2021-02-06 to 2021-02-12,10,[535360.0],[0.0],[700.0],[222600.0],[24500.0],[33600.0],[19600.0],[44800.0],[2900800.0],[164500.0],[0.0],[54866.0],[67200.0],[412440.0],[48356.0],[0.0],[12600.0],[0.0],[3472.0],[1400.0],[0.0],[0.0],[0.0],[84.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Madera'],2021-02-06 to 2021-02-12,10,[1113000.0],[0.0],[210812.0],[382400.0],[385000.0],[427000.0],[7812.0],[78400.0],[4124400.0],[1053500.0],[140000.0],[451598.0],[640836.0],[3456600.0],[812532.0],[0.0],[84000.0],[0.0],[581.0],[7350.0],[0.0],[97860.0],[161.0],[356.0],[0.0],[0.0],[0.0],[0.0],[14.0]
['Sonoma'],2021-02-06 to 2021-02-12,10,[5986400.0],[0.0],[1142519.0],[916160.0],[1463000.0],[740320.0],[77035.0],[434896.0],[16448600.0],[2886240.0],[0.0],[1148056.0],[812000.0],[6258700.0],[395598.0],[0.0],[890400.0],[106330.0],[1981.0],[76300.0],[0.0],[222180.0],[0.0],[1490.0],[0.0],[0.0],[0.0],[0.0],[70.0]
['Mono'],2021-02-06 to 2021-02-12,10,[1627500.0],[0.0],[48650.0],[98000.0],[140007.0],[65058.0],[0.0],[60200.0],[956200.0],[59500.0],[33250.0],[70700.0],[43876.0],[395500.0],[85022.0],[84.0],[0.0],[378.0],[0.0],[10500.0],[0.0],[42280.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Lassen'],2021-02-06 to 2021-02-12,10,[420000.0],[0.0],[35280.0],[129920.0],[35035.0],[55370.0],[12985.0],[280000.0],[3304000.0],[165900.0],[0.0],[0.0],[30184.0],[2919000.0],[62580.0],[0.0],[36400.0],[0.0],[102200.0],[0.0],[0.0],[88200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['El Dorado'],2021-02-06 to 2021-02-12,10,[8883000.0],[0.0],[26600.0],[237440.0],[49000.0],[205520.0],[28350.0],[40320.0],[3299800.0],[568540.0],[14000.0],[126987.0],[128296.0],[279300.0],[102536.0],[0.0],[102900.0],[1750.0],[0.0],[20300.0],[0.0],[88760.0],[0.0],[150.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Alpine'],2021-02-06 to 2021-02-12,10,[48160.0],[0.0],[5600.0],[24920.0],[0.0],[350.0],[0.0],[0.0],[56000.0],[1400.0],[0.0],[252.0],[4900.0],[4760.0],[7294.0],[0.0],[700.0],[700.0],[0.0],[0.0],[0.0],[8820.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Santa Clara'],2021-02-13 to 2021-02-19,11,[57288200.0],[70000.0],[4494966.0],[3390800.0],[4540200.0],[3643180.0],[1736420.0],[1975200.0],[64896250.0],[8329940.0],[1757000.0],[2375163.0],[13805828.0],[56758327.0],[1575415.0],[168000.0],[2940000.0],[446264.0],[93219.0],[28400.0],[0.0],[84560.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[399.0]
['San Luis Obispo'],2021-02-13 to 2021-02-19,11,[6980400.0],[36400.0],[29400.0],[219520.0],[189021.0],[193270.0],[120834.0],[763560.0],[10637600.0],[1331460.0],[182000.0],[12019.0],[353360.0],[2884980.0],[317128.0],[0.0],[0.0],[3150.0],[574.0],[46900.0],[0.0],[175280.0],[0.0],[21.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Kings'],2021-02-13 to 2021-02-19,11,[3226720.0],[0.0],[172480.0],[135520.0],[204421.0],[706174.0],[70.0],[155120.0],[5282900.0],[2510160.0],[7000.0],[329924.0],[234192.0],[4669000.0],[567658.0],[0.0],[179200.0],[0.0],[5012.0],[385.0],[0.0],[87640.0],[42.0],[182.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Yuba'],2021-02-13 to 2021-02-19,11,[9233000.0],[0.0],[80220.0],[134400.0],[224014.0],[612556.0],[140728.0],[0.0],[5127000.0],[1651692.0],[0.0],[145194.0],[74200.0],[381360.0],[243138.0],[0.0],[35000.0],[476.0],[602.0],[0.0],[0.0],[0.0],[28.0],[474.0],[252.0],[0.0],[0.0],[140.0],[0.0]
['Shasta'],2021-02-13 to 2021-02-19,11,[1253000.0],[0.0],[178416.0],[560000.0],[233100.0],[143304.0],[392.0],[73920.0],[4872500.0],[626772.0],[0.0],[48524.0],[155232.0],[480004.0],[196350.0],[0.0],[114800.0],[0.0],[231.0],[10500.0],[0.0],[0.0],[0.0],[175.0],[0.0],[0.0],[0.0],[0.0],[245.0]
['Los Angeles'],2021-02-13 to 2021-02-19,11,[404887000.0],[0.0],[7616182.0],[6175680.0],[11036550.0],[88419692.0],[3803977.0],[26473192.0],[446448850.0],[30979460.0],[359100.0],[1768727.0],[28571402.0],[282906980.0],[13679889.0],[170800.0],[385000.0],[160804.0],[274316.0],[465200.0],[33740.0],[1279600.0],[7392.0],[24521.0],[1834.0],[0.0],[0.0],[0.0],[259.0]
['Sacramento'],2021-02-13 to 2021-02-19,11,[193625700.0],[37800.0],[2625826.0],[2372070.0],[5229000.0],[17771340.0],[271341.0],[74464080.0],[93094950.0],[7136100.0],[520100.0],[1010604.0],[13661024.0],[47828805.0],[7447039.0],[396354.0],[824600.0],[166810.0],[18025.0],[1244200.0],[1820.0],[12314400.0],[0.0],[672.0],[0.0],[0.0],[0.0],[0.0],[28.0]
['Trinity'],2021-02-13 to 2021-02-19,11,[1750000.0],[7000.0],[20650.0],[94080.0],[35707.0],[89978.0],[19600.0],[25200.0],[569360.0],[64476.0],[0.0],[18200.0],[41160.0],[226604.0],[13972.0],[0.0],[17500.0],[126.0],[595.0],[0.0],[0.0],[8820.0],[0.0],[28.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Napa'],2021-02-13 to 2021-02-19,11,[27834800.0],[0.0],[81592.0],[85120.0],[126000.0],[663880.0],[364.0],[77000.0],[5573400.0],[1256780.0],[0.0],[153363.0],[255976.0],[2108428.0],[1303890.0],[0.0],[152600.0],[0.0],[378.0],[23800.0],[0.0],[116060.0],[105.0],[63.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Colusa'],2021-02-13 to 2021-02-19,11,[9688000.0],[0.0],[36624.0],[66220.0],[35000.0],[11592.0],[19600.0],[43680.0],[9506000.0],[308000.0],[0.0],[70007.0],[98448.0],[497420.0],[151403.0],[0.0],[350.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0],[14.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Sutter'],2021-02-13 to 2021-02-19,11,[623000.0],[0.0],[47824.0],[118160.0],[68600.0],[69440.0],[0.0],[8400.0],[1572200.0],[253280.0],[0.0],[68264.0],[133000.0],[936880.0],[47369.0],[0.0],[33600.0],[0.0],[35.0],[700.0],[0.0],[0.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Butte'],2021-02-13 to 2021-02-19,11,[2057720.0],[0.0],[256312.0],[273910.0],[361214.0],[331464.0],[43050.0],[4028640.0],[7487200.0],[1022000.0],[0.0],[102053.0],[215684.0],[1637524.0],[287133.0],[0.0],[232400.0],[0.0],[742.0],[27076.0],[700.0],[376600.0],[35.0],[231.0],[0.0],[1400.0],[0.0],[0.0],[0.0]
['Calaveras'],2021-02-13 to 2021-02-19,11,[634200.0],[35000.0],[56000.0],[44800.0],[77007.0],[99050.0],[700.0],[200200.0],[238000.0],[175000.0],[0.0],[106400.0],[56910.0],[277144.0],[55076.0],[0.0],[33950.0],[0.0],[70.0],[4900.0],[0.0],[36680.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Contra Costa'],2021-02-13 to 2021-02-19,11,[28627900.0],[0.0],[2741417.0],[1560370.0],[2984100.0],[8846222.0],[179072.0],[29580040.0],[18912600.0],[2350600.0],[14000.0],[736071.0],[1233736.0],[17500630.0],[1659644.0],[3570.0],[448700.0],[25200.0],[3248.0],[50400.0],[0.0],[1294020.0],[175.0],[588.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Merced'],2021-02-13 to 2021-02-19,11,[21849000.0],[0.0],[803915.0],[926480.0],[980000.0],[2314550.0],[2772.0],[292644.0],[16574000.0],[1653156.0],[21000.0],[101052.0],[1249792.0],[5018000.0],[230514.0],[42.0],[443100.0],[0.0],[2044.0],[82705.0],[3430.0],[35280.0],[56.0],[406.0],[0.0],[0.0],[0.0],[0.0],[14.0]
['Sierra'],2021-02-13 to 2021-02-19,11,[116060.0],[10500.0],[5600.0],[4480.0],[10500.0],[12040.0],[45500.0],[33600.0],[68500.0],[18004.0],[0.0],[7000.0],[3500.0],[28280.0],[15974.0],[0.0],[5600.0],[0.0],[182.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[21.0]
['Kern'],2021-02-13 to 2021-02-19,11,[11327750.0],[0.0],[832636.0],[707000.0],[876050.0],[4631760.0],[9863.0],[131040.0],[33237400.0],[7577500.0],[0.0],[137256.0],[3710448.0],[10769325.0],[7176491.0],[0.0],[0.0],[0.0],[17969.0],[1400.0],[0.0],[122640.0],[42.0],[2989.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Orange'],2021-02-13 to 2021-02-19,11,[85410880.0],[0.0],[3521820.0],[7052710.0],[3703000.0],[8493268.0],[2585122.0],[3349120.0],[104411720.0],[10297700.0],[282100.0],[2588194.0],[6582968.0],[47585018.0],[3573107.0],[7056.0],[1400.0],[14700.0],[49336.0],[1787140.0],[14140.0],[1066660.0],[756.0],[2178.0],[16100.0],[0.0],[0.0],[0.0],[364.0]
['Marin'],2021-02-13 to 2021-02-19,11,[10013000.0],[0.0],[214648.0],[645680.0],[336000.0],[1722390.0],[714.0],[1064000.0],[5873300.0],[665480.0],[140000.0],[494186.0],[1183028.0],[4244900.0],[211532.0],[0.0],[155050.0],[151396.0],[1064.0],[0.0],[0.0],[31640.0],[0.0],[133.0],[0.0],[0.0],[0.0],[0.0],[28.0]
['San Mateo'],2021-02-13 to 2021-02-19,11,[15514800.0],[211400.0],[1349789.0],[1633100.0],[1771350.0],[7989640.0],[163520.0],[19889520.0],[20467000.0],[1531136.0],[126000.0],[488782.0],[976080.0],[3133200.0],[477176.0],[7056.0],[285600.0],[0.0],[5327.0],[66500.0],[0.0],[274750.0],[91.0],[329.0],[0.0],[0.0],[0.0],[0.0],[301.0]
['Imperial'],2021-02-13 to 2021-02-19,11,[13645580.0],[0.0],[324324.0],[383600.0],[406000.0],[1756982.0],[18333.0],[512800.0],[32275700.0],[1184540.0],[0.0],[467488.0],[969160.0],[8384660.0],[1307248.0],[0.0],[152600.0],[497567.0],[112126.0],[42400.0],[3500.0],[1165500.0],[784.0],[1260.0],[315.0],[0.0],[0.0],[0.0],[0.0]
['Alameda'],2021-02-13 to 2021-02-19,11,[55674200.0],[305200.0],[2083298.0],[1339800.0],[3078600.0],[2109408.0],[325921.0],[5439000.0],[107495800.0],[12957580.0],[28000.0],[1355463.0],[2211408.0],[18367160.0],[2700726.0],[0.0],[120400.0],[61474.0],[13923.0],[96600.0],[0.0],[447440.0],[70.0],[469.0],[0.0],[0.0],[0.0],[0.0],[1288.0]
['Placer'],2021-02-13 to 2021-02-19,11,[12730000.0],[0.0],[1083824.0],[707840.0],[1281000.0],[2574950.0],[0.0],[1206800.0],[25199600.0],[1870160.0],[350000.0],[11732.0],[827400.0],[3726184.0],[682416.0],[0.0],[660800.0],[15260.0],[101983.0],[3656800.0],[0.0],[1416520.0],[0.0],[77.0],[0.0],[0.0],[0.0],[0.0],[98.0]
['San Joaquin'],2021-02-13 to 2021-02-19,11,[38819760.0],[0.0],[417228.0],[1133860.0],[806435.0],[4457124.0],[11414.0],[3461880.0],[27756690.0],[3069936.0],[576100.0],[1205694.0],[3416472.0],[12091118.0],[952070.0],[700000.0],[361200.0],[310975.0],[6930.0],[375900.0],[0.0],[1248520.0],[343.0],[1995.0],[0.0],[0.0],[0.0],[0.0],[105.0]
['Riverside'],2021-02-13 to 2021-02-19,11,[78153180.0],[2443000.0],[1019298.0],[1154860.0],[756000.0],[8264900.0],[160924.0],[1322160.0],[114543800.0],[6934860.0],[10500.0],[274281.0],[2159416.0],[20052480.0],[2827853.0],[1680.0],[735000.0],[56350.0],[42322.0],[187600.0],[14000.0],[977200.0],[2170.0],[4507.0],[1281.0],[0.0],[0.0],[0.0],[147.0]
['Amador'],2021-02-13 to 2021-02-19,11,[931000.0],[0.0],[33712.0],[40901.0],[98007.0],[188300.0],[42000.0],[0.0],[1414000.0],[168000.0],[0.0],[10605.0],[120176.0],[1371440.0],[54096.0],[210.0],[7000.0],[7000.0],[1393.0],[70000.0],[0.0],[44100.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Mariposa'],2021-02-13 to 2021-02-19,11,[1010000.0],[0.0],[33712.0],[76160.0],[49000.0],[11592.0],[0.0],[29400.0],[937400.0],[54600.0],[7000.0],[14700.0],[29540.0],[171360.0],[97412.0],[0.0],[0.0],[0.0],[100800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Mendocino'],2021-02-13 to 2021-02-19,11,[3913000.0],[24612.0],[122241.0],[252800.0],[207200.0],[507360.0],[71400.0],[152560.0],[4739400.0],[617766.0],[0.0],[15350.0],[287700.0],[1498000.0],[159702.0],[224000.0],[68152.0],[5040.0],[448.0],[19600.0],[0.0],[14000.0],[21.0],[84.0],[301.0],[0.0],[0.0],[0.0],[0.0]
['Stanislaus'],2021-02-13 to 2021-02-19,11,[25842000.0],[81200.0],[1034908.0],[1008160.0],[1178800.0],[9983900.0],[28147.0],[39816.0],[15251000.0],[2927740.0],[126000.0],[26460.0],[764652.0],[10285308.0],[1189125.0],[1753612.0],[394800.0],[159978.0],[108199.0],[95200.0],[700.0],[257040.0],[1470.0],[763.0],[0.0],[0.0],[0.0],[0.0],[7.0]
['Fresno'],2021-02-13 to 2021-02-19,11,[34765040.0],[0.0],[801500.0],[870940.0],[1052800.0],[1321810.0],[57351.0],[1800800.0],[59141000.0],[10226300.0],[241150.0],[471269.0],[2127200.0],[12594240.0],[2380803.0],[0.0],[10500.0],[8960.0],[12943.0],[78800.0],[0.0],[897540.0],[28.0],[2394.0],[0.0],[0.0],[0.0],[0.0],[861.0]
['San Francisco'],2021-02-13 to 2021-02-19,11,[34672120.0],[317800.0],[1681512.0],[1639120.0],[2195935.0],[421302.0],[73584.0],[1058960.0],[40603000.0],[2759707.0],[0.0],[149583.0],[2184420.0],[16487100.0],[626962.0],[6720.0],[79450.0],[18060.0],[9191.0],[85820.0],[0.0],[747880.0],[0.0],[728.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Tulare'],2021-02-13 to 2021-02-19,11,[27463720.0],[0.0],[504049.0],[568960.0],[1169700.0],[1814414.0],[44989.0],[505120.0],[19345000.0],[1894660.0],[99050.0],[155946.0],[1694322.0],[6624562.0],[624694.0],[14.0],[534800.0],[93975.0],[7084.0],[44380.0],[4970.0],[350000.0],[196.0],[1124.0],[4200.0],[0.0],[0.0],[0.0],[0.0]
['Monterey'],2021-02-13 to 2021-02-19,11,[23288000.0],[0.0],[767053.0],[536120.0],[1001000.0],[1935990.0],[14341.0],[5016060.0],[23756936.0],[1173550.0],[102200.0],[190553.0],[899080.0],[12518940.0],[1254299.0],[0.0],[238000.0],[58513.0],[2345.0],[88200.0],[700.0],[679980.0],[0.0],[206.0],[0.0],[0.0],[0.0],[0.0],[364.0]
['San Bernardino'],2021-02-13 to 2021-02-19,11,[30450000.0],[0.0],[319130.0],[735490.0],[511000.0],[2438394.0],[18900.0],[6720.0],[46214000.0],[8113604.0],[5250.0],[60277.0],[1933232.0],[8871898.0],[1011612.0],[0.0],[140000.0],[49875.0],[31206.0],[33040.0],[8050.0],[235900.0],[2100.0],[5495.0],[0.0],[0.0],[0.0],[0.0],[140.0]
['Lake'],2021-02-13 to 2021-02-19,11,[7713720.0],[0.0],[116228.0],[143080.0],[154700.0],[211302.0],[350.0],[419160.0],[5545560.0],[275611.0],[2800.0],[350.0],[147000.0],[682500.0],[75656.0],[0.0],[0.0],[0.0],[91.0],[14000.0],[0.0],[79380.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Santa Barbara'],2021-02-13 to 2021-02-19,11,[17578120.0],[0.0],[880915.0],[434000.0],[1267000.0],[983752.0],[21350.0],[367056.0],[19250600.0],[2641420.0],[0.0],[20349.0],[506800.0],[14188160.0],[1083516.0],[0.0],[336000.0],[29134.0],[5789.0],[95200.0],[0.0],[327880.0],[0.0],[343.0],[168.0],[0.0],[0.0],[0.0],[126.0]
['San Benito'],2021-02-13 to 2021-02-19,11,[2023000.0],[7000.0],[269276.0],[106400.0],[630000.0],[897820.0],[48300.0],[4861920.0],[2371220.0],[148740.0],[14000.0],[3962.0],[47600.0],[1724470.0],[27440.0],[0.0],[89600.0],[1925.0],[56.0],[0.0],[1820.0],[56280.0],[70.0],[70.0],[0.0],[0.0],[0.0],[0.0],[14.0]
['Glenn'],2021-02-13 to 2021-02-19,11,[777000.0],[0.0],[32256.0],[117880.0],[91000.0],[19950.0],[19600.0],[0.0],[1766800.0],[101500.0],[0.0],[70.0],[25900.0],[1743000.0],[24472.0],[0.0],[1750.0],[0.0],[1785.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Nevada'],2021-02-13 to 2021-02-19,11,[2945600.0],[0.0],[83139.0],[44240.0],[120400.0],[224784.0],[69300.0],[12600.0],[959000.0],[77000.0],[0.0],[22988.0],[67900.0],[1020040.0],[59150.0],[0.0],[4550.0],[2800.0],[700.0],[7700.0],[0.0],[95200.0],[0.0],[84.0],[0.0],[0.0],[0.0],[0.0],[28.0]
['San Diego'],2021-02-13 to 2021-02-19,11,[137546736.0],[141400.0],[1899520.0],[3412640.0],[3136000.0],[27648628.0],[1481862.0],[5331608.0],[125699000.0],[10809608.0],[700000.0],[2090935.0],[5416656.0],[20349525.0],[3398847.0],[177282.0],[470400.0],[77364.0],[49266.0],[823200.0],[10570.0],[35280.0],[1260.0],[3402.0],[504.0],[0.0],[0.0],[0.0],[371.0]
['Inyo'],2021-02-13 to 2021-02-19,11,[4061960.0],[52500.0],[18158.0],[72870.0],[126700.0],[35924.0],[32893.0],[660800.0],[3646300.0],[921340.0],[28000.0],[5488.0],[193592.0],[661360.0],[113484.0],[756.0],[9100.0],[10087.0],[100800.0],[2100.0],[1050.0],[66920.0],[280.0],[21.0],[364.0],[0.0],[0.0],[0.0],[35.0]
['Yolo'],2021-02-13 to 2021-02-19,11,[7867160.0],[7056.0],[88256.0],[340480.0],[147000.0],[552846.0],[0.0],[530880.0],[5507000.0],[2558740.0],[42000.0],[85925.0],[326060.0],[1776600.0],[308735.0],[0.0],[21000.0],[28063.0],[959.0],[16800.0],[0.0],[334040.0],[0.0],[238.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Modoc'],2021-02-13 to 2021-02-19,11,[406000.0],[0.0],[53998.0],[62720.0],[71400.0],[91700.0],[19600.0],[13440.0],[1389000.0],[58719.0],[0.0],[143108.0],[37100.0],[122920.0],[30128.0],[0.0],[1750.0],[0.0],[252.0],[0.0],[0.0],[8820.0],[14.0],[63.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Humboldt'],2021-02-13 to 2021-02-19,11,[10551960.0],[0.0],[621292.0],[326480.0],[764400.0],[1150900.0],[108528.0],[54240.0],[13980200.0],[569240.0],[5250.0],[792631.0],[310436.0],[1921040.0],[276392.0],[0.0],[441700.0],[0.0],[0.0],[12300.0],[0.0],[134960.0],[35.0],[0.0],[1456.0],[0.0],[0.0],[0.0],[28.0]
['Ventura'],2021-02-13 to 2021-02-19,11,[21083300.0],[0.0],[874328.0],[201600.0],[1582000.0],[3503550.0],[240520.0],[1465120.0],[69037850.0],[2941612.0],[0.0],[68292.0],[2675500.0],[15914760.0],[594005.0],[0.0],[797650.0],[35280.0],[5635.0],[48300.0],[0.0],[371140.0],[350.0],[455.0],[336.0],[0.0],[0.0],[0.0],[595.0]
['Tuolumne'],2021-02-13 to 2021-02-19,11,[3570000.0],[0.0],[42000.0],[109830.0],[154000.0],[339360.0],[7014.0],[20160.0],[13556300.0],[154137.0],[0.0],[28.0],[209160.0],[1323784.0],[99085.0],[0.0],[28000.0],[350.0],[2212.0],[3500.0],[0.0],[114660.0],[0.0],[95.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Santa Cruz'],2021-02-13 to 2021-02-19,11,[16251080.0],[71652.0],[363090.0],[459520.0],[463400.0],[2668200.0],[4946.0],[266000.0],[15280000.0],[1358816.0],[476000.0],[29950.0],[746844.0],[7879385.0],[801220.0],[5600.0],[164500.0],[37800.0],[497.0],[34720.0],[0.0],[85820.0],[0.0],[1288.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Solano'],2021-02-13 to 2021-02-19,11,[17705520.0],[97300.0],[411978.0],[878080.0],[693700.0],[678496.0],[14785.0],[40320.0],[10061800.0],[967060.0],[5250.0],[96397.0],[803138.0],[3861340.0],[244636.0],[0.0],[0.0],[33250.0],[3052.0],[70700.0],[0.0],[13020.0],[0.0],[126.0],[0.0],[45500.0],[0.0],[0.0],[35.0]
