county,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,california_flag
Butte,2020-12-31,210,3689,18,3236,192,453,0,0,210,3689,0,0,210,3689,California
Butte,2021-01-01,7,3696,1,3237,6,459,0,0,7,3696,0,0,7,3696,California
Butte,2021-01-02,37,3733,36,3273,1,460,0,0,37,3733,0,0,37,3733,California
Butte,2021-01-03,4,3737,1,3274,3,463,0,0,4,3737,0,0,4,3737,California
Butte,2021-01-04,206,3943,173,3447,33,496,0,0,206,3943,0,0,206,3943,California
Butte,2021-01-05,194,4137,151,3598,43,539,0,0,193,4135,1,1,193,4136,California
Butte,2021-01-06,622,4759,396,3994,226,765,0,0,618,4749,4,5,618,4754,California
Butte,2021-01-07,760,5519,369,4363,391,1156,0,0,741,5471,19,24,741,5495,California
Butte,2021-01-08,570,6089,529,4892,41,1197,0,0,524,5949,46,70,524,6019,California
Butte,2021-01-09,11,6100,7,4899,4,1201,0,0,6,5950,5,75,6,6025,California
Butte,2021-01-10,19,6119,5,4904,14,1215,0,0,14,5959,5,80,14,6039,California
Butte,2021-01-11,987,7106,951,5855,36,1251,0,0,358,5691,629,709,361,6400,California
Butte,2021-01-12,696,7802,652,6507,44,1295,0,0,273,5541,423,1132,273,6673,California
Butte,2021-01-13,1444,9246,955,7462,489,1784,0,0,609,5317,835,1967,611,7284,California
Butte,2021-01-14,1637,10883,898,8360,739,2523,0,0,1440,6561,196,2163,1440,8724,California
Butte,2021-01-15,1168,12051,926,9286,242,2765,0,0,1058,7508,111,2274,1058,9782,California
Butte,2021-01-16,583,12634,300,9586,283,3048,0,0,538,8001,45,2319,538,10320,California
Butte,2021-01-17,239,12873,64,9650,175,3223,0,0,202,8166,37,2356,202,10522,California
Butte,2021-01-18,342,13215,301,9951,41,3264,0,0,274,8373,67,2423,274,10796,California
Butte,2021-01-19,489,13704,426,10377,63,3327,0,0,216,8319,273,2696,219,11015,California
Butte,2021-01-20,1343,15047,663,11040,680,4007,0,0,1043,9062,300,2996,1043,12058,California
Butte,2021-01-21,1473,16520,867,11907,606,4613,0,0,1367,10324,105,3101,1367,13425,California
Butte,2021-01-22,987,17507,332,12239,655,5268,0,0,934,11205,53,3154,934,14359,California
Butte,2021-01-23,123,17630,82,12321,41,5309,0,0,98,11278,25,3179,98,14457,California
Butte,2021-01-24,9,17639,6,12327,3,5312,0,0,9,11287,0,3179,9,14466,California
Butte,2021-01-25,648,18287,334,12661,314,5626,0,0,486,11611,162,3341,486,14952,California
Butte,2021-01-26,1453,19740,374,13035,1079,6705,0,0,1317,12792,136,3477,1317,16269,California
Butte,2021-01-27,2070,21810,704,13739,1366,8071,0,0,1357,13436,713,4190,1357,17626,California
Butte,2021-01-28,2249,24059,255,13994,1994,10065,0,0,1941,15070,307,4497,1941,19567,California
Butte,2021-01-29,1668,25727,484,14478,1184,11249,0,0,1289,15981,378,4875,1289,20856,California
Butte,2021-01-30,32,25759,10,14488,22,11271,0,0,29,16007,3,4878,29,20885,California
Butte,2021-01-31,15,25774,13,14501,2,11273,0,0,14,16020,1,4879,14,20899,California
Butte,2021-02-01,1733,27507,403,14904,1330,12603,0,0,1349,16987,382,5261,1349,22248,California
Butte,2021-02-02,1928,29435,361,15265,1567,14170,0,0,1625,18309,303,5564,1625,23873,California
Butte,2021-02-03,2730,32165,772,16037,1958,16128,0,0,1840,19260,889,6453,1840,25713,California
Butte,2021-02-04,2947,35112,320,16357,2627,18755,0,0,2392,21099,553,7006,2392,28105,California
Butte,2021-02-05,1166,36278,659,17016,507,19262,0,0,541,21015,625,7631,541,28646,California
Butte,2021-02-06,142,36420,102,17118,40,19302,0,0,60,20993,82,7713,60,28706,California
Butte,2021-02-07,38,36458,34,17152,4,19306,0,0,15,20985,23,7736,15,28721,California
Butte,2021-02-08,688,37146,538,17690,150,19456,0,0,239,20775,449,8185,239,28960,California
Butte,2021-02-09,949,38095,455,18145,494,19950,0,0,722,21270,227,8412,722,29682,California
Butte,2021-02-10,1695,39790,1185,19330,510,20460,0,0,694,20963,1001,9413,694,30376,California
Butte,2021-02-11,2190,41980,1343,20673,847,21307,0,0,1000,20774,1190,10603,1001,31377,California
Butte,2021-02-12,858,42838,297,20970,561,21868,0,0,313,20543,544,11147,313,31690,California
Butte,2021-02-13,246,43084,45,21015,201,22069,0,0,144,20585,102,11249,144,31834,California
Butte,2021-02-14,158,43242,11,21026,147,22216,0,0,153,20733,5,11254,153,31987,California
Butte,2021-02-15,256,43498,47,21073,209,22425,0,0,194,20865,62,11316,194,32181,California
Butte,2021-02-16,726,44224,430,21503,296,22721,0,0,270,20679,456,11772,270,32451,California
Butte,2021-02-17,1500,45724,840,22343,660,23381,0,0,829,20838,670,12442,829,33280,California
Butte,2021-02-18,1540,47264,752,23095,788,24169,0,0,744,20786,796,13238,744,34024,California
Butte,2021-02-19,1163,48427,387,23482,776,24945,0,0,404,20436,754,13992,404,34428,California
Butte,2021-02-20,458,48885,29,23511,429,25374,0,0,106,20190,352,14344,106,34534,California
Butte,2021-02-21,14,48899,11,23522,3,25377,0,0,10,20196,4,14348,10,34544,California
Butte,2021-02-22,1432,50331,292,23814,1140,26517,0,0,381,19527,1050,15398,381,34925,California
Butte,2021-02-23,1590,51921,297,24111,1293,27810,0,0,439,18819,1148,16546,440,35365,California
Butte,2021-02-24,2093,54014,584,24695,1509,29319,0,0,726,18184,1361,17907,726,36091,California
Butte,2021-02-25,1999,56013,576,25271,1423,30742,0,0,654,17497,1342,19249,655,36746,California
Butte,2021-02-26,855,56868,296,25567,559,31301,0,0,382,17408,471,19720,382,37128,California
Butte,2021-02-27,228,57096,42,25609,186,31487,0,0,181,17545,44,19764,181,37309,California
Butte,2021-02-28,114,57210,17,25626,97,31584,0,0,104,17640,9,19773,104,37413,California
Butte,2021-03-01,1411,58621,174,25800,1237,32821,0,0,309,16849,1101,20874,310,37723,California
Butte,2021-03-02,1492,60113,166,25966,1326,34147,0,0,253,15865,1237,22111,253,37976,California
Butte,2021-03-03,2321,62434,809,26775,1512,35659,0,0,427,14400,1893,24004,428,38404,California
Butte,2021-03-04,2620,65054,625,27400,1995,37654,0,0,573,12927,2046,26050,573,38977,California
Butte,2021-03-05,1259,66313,598,27998,660,38314,1,1,692,13054,566,26616,693,39670,California
Butte,2021-03-06,197,66510,31,28029,146,38460,20,21,145,13167,52,26668,165,39835,California
Butte,2021-03-07,60,66570,9,28038,34,38494,17,38,31,13186,29,26697,48,39883,California
Butte,2021-03-08,1127,67697,124,28162,939,39433,64,102,1016,14157,110,26807,1081,40964,California
Butte,2021-03-09,1674,69371,278,28440,1309,40742,87,189,1319,15209,354,27161,1406,42370,California
Butte,2021-03-10,2168,71539,923,29363,1197,41939,48,237,1514,16120,652,27813,1563,43933,California
Butte,2021-03-11,2650,74189,1233,30596,1311,43250,106,343,1862,17311,778,28591,1969,45902,California
Butte,2021-03-12,946,75135,285,30881,395,43645,266,609,329,17292,614,29205,595,46497,California
Butte,2021-03-13,188,75323,53,30934,90,43735,45,654,59,17267,129,29334,104,46601,California
Butte,2021-03-14,116,75439,13,30947,62,43797,41,695,20,17232,96,29430,61,46662,California
Butte,2021-03-15,1668,77107,348,31295,1050,44847,270,965,1107,18051,558,29988,1377,48039,California
Butte,2021-03-16,1601,78708,410,31705,1121,45968,70,1035,1074,18671,525,30513,1145,49184,California
Butte,2021-03-17,1638,80346,1325,33030,256,46224,57,1092,887,18869,746,31259,944,50128,California
Butte,2021-03-18,1034,81380,867,33897,113,46337,54,1146,593,19077,439,31698,647,50775,California
Butte,2021-03-19,309,81689,161,34058,128,46465,20,1166,161,19110,148,31846,181,50956,California
Ventura,2020-12-15,5,5,5,5,0,0,0,0,5,5,0,0,5,5,California
Ventura,2020-12-16,70,75,70,75,0,0,0,0,70,75,0,0,70,75,California
Ventura,2020-12-17,249,324,249,324,0,0,0,0,249,324,0,0,249,324,California
Ventura,2020-12-18,1407,1731,1407,1731,0,0,0,0,1407,1731,0,0,1407,1731,California
Ventura,2020-12-19,912,2643,912,2643,0,0,0,0,912,2643,0,0,912,2643,California
Ventura,2020-12-20,430,3073,430,3073,0,0,0,0,430,3073,0,0,430,3073,California
Ventura,2020-12-21,1465,4538,1465,4538,0,0,0,0,1465,4538,0,0,1465,4538,California
Ventura,2020-12-22,1102,5640,1098,5636,4,4,0,0,1102,5640,0,0,1102,5640,California
Ventura,2020-12-23,1024,6664,978,6614,46,50,0,0,1024,6664,0,0,1024,6664,California
Ventura,2020-12-24,476,7140,379,6993,97,147,0,0,476,7140,0,0,476,7140,California
Ventura,2020-12-25,11,7151,7,7000,4,151,0,0,11,7151,0,0,11,7151,California
Ventura,2020-12-26,106,7257,86,7086,20,171,0,0,106,7257,0,0,106,7257,California
Ventura,2020-12-27,58,7315,27,7113,31,202,0,0,58,7315,0,0,58,7315,California
Ventura,2020-12-28,1064,8379,926,8039,138,340,0,0,1064,8379,0,0,1064,8379,California
Ventura,2020-12-29,1165,9544,762,8801,403,743,0,0,1165,9544,0,0,1165,9544,California
Ventura,2020-12-30,1984,11528,1517,10318,467,1210,0,0,1984,11528,0,0,1984,11528,California
Ventura,2020-12-31,472,12000,161,10479,311,1521,0,0,472,12000,0,0,472,12000,California
Ventura,2021-01-01,11,12011,1,10480,10,1531,0,0,11,12011,0,0,11,12011,California
Ventura,2021-01-02,169,12180,77,10557,92,1623,0,0,169,12180,0,0,169,12180,California
Ventura,2021-01-03,15,12195,8,10565,7,1630,0,0,15,12195,0,0,15,12195,California
Ventura,2021-01-04,1075,13270,547,11112,528,2158,0,0,1074,13269,0,0,1074,13269,California
Ventura,2021-01-05,1369,14639,776,11888,593,2751,0,0,1329,14558,40,40,1329,14598,California
Ventura,2021-01-06,2046,16685,1174,13062,872,3623,0,0,1617,15757,420,460,1619,16217,California
Ventura,2021-01-07,2063,18748,1325,14387,738,4361,0,0,1181,16059,880,1340,1182,17399,California
Ventura,2021-01-08,2193,20941,1474,15861,719,5080,0,0,901,15671,1290,2630,902,18301,California
Ventura,2021-01-09,722,21663,501,16362,221,5301,0,0,318,15585,404,3034,318,18619,California
Ventura,2021-01-10,336,21999,324,16686,12,5313,0,0,122,15493,214,3248,122,18741,California
Ventura,2021-01-11,2444,24443,1485,18171,959,6272,0,0,1494,16039,950,4198,1496,20237,California
Ventura,2021-01-12,3025,27468,1600,19771,1425,7697,0,0,2003,17020,1022,5220,2003,22240,California
Ventura,2021-01-13,2924,30392,1420,21191,1504,9201,0,0,2042,18183,880,6100,2043,24283,California
Ventura,2021-01-14,2722,33114,1055,22246,1667,10868,0,0,2278,20019,443,6543,2279,26562,California
Ventura,2021-01-15,2861,35975,955,23201,1906,12774,0,0,2651,22462,210,6753,2653,29215,California
Ventura,2021-01-16,485,36460,189,23390,296,13070,0,0,403,22783,82,6835,403,29618,California
Ventura,2021-01-17,262,36722,137,23527,125,13195,0,0,256,23033,6,6841,256,29874,California
Ventura,2021-01-18,2203,38925,1660,25187,543,13738,0,0,1655,24141,548,7389,1656,31530,California
Ventura,2021-01-19,3007,41932,2101,27288,906,14644,0,0,2118,25374,889,8278,2122,33652,California
Ventura,2021-01-20,4038,45970,3094,30382,944,15588,0,0,3004,27348,1031,9309,3005,36657,California
Ventura,2021-01-21,3826,49796,2664,33046,1162,16750,0,0,3160,29845,663,9972,3160,39817,California
Ventura,2021-01-22,3588,53384,2465,35511,1123,17873,0,0,3427,33112,161,10133,3428,43245,California
Ventura,2021-01-23,1181,54565,646,36157,535,18408,0,0,1081,34096,99,10232,1083,44328,California
Ventura,2021-01-24,448,55013,134,36291,314,18722,0,0,435,34518,13,10245,435,44763,California
Ventura,2021-01-25,3115,58128,2008,38299,1107,19829,0,0,2572,36549,542,10787,2573,47336,California
Ventura,2021-01-26,3667,61795,2169,40468,1498,21327,0,0,2677,38237,989,11776,2677,50013,California
Ventura,2021-01-27,3428,65223,1538,42006,1890,23217,0,0,2691,40194,734,12510,2691,52704,California
Ventura,2021-01-28,3829,69052,1969,43975,1860,25077,0,0,3226,42833,588,13098,3227,55931,California
Ventura,2021-01-29,4204,73256,2485,46460,1719,26796,0,0,3714,46067,480,13578,3714,59645,California
Ventura,2021-01-30,3014,76270,1945,48405,1069,27865,0,0,2850,48757,161,13739,2851,62496,California
Ventura,2021-01-31,827,77097,444,48849,383,28248,0,0,743,49416,84,13823,743,63239,California
Ventura,2021-02-01,3912,81009,2101,50950,1811,30059,0,0,3153,51813,757,14580,3154,66393,California
Ventura,2021-02-02,4372,85381,2354,53304,2018,32077,0,0,3354,54153,1015,15595,3355,69748,California
Ventura,2021-02-03,4448,89829,2083,55387,2365,34442,0,0,3443,56596,1000,16595,3443,73191,California
Ventura,2021-02-04,4729,94558,2257,57644,2472,36914,0,0,3495,58865,1226,17821,3495,76686,California
Ventura,2021-02-05,4802,99360,2301,59945,2501,39415,0,0,3319,60716,1470,19291,3321,80007,California
Ventura,2021-02-06,2816,102176,1504,61449,1312,40727,0,0,2420,62740,396,19687,2420,82427,California
Ventura,2021-02-07,711,102887,234,61683,477,41204,0,0,587,63203,124,19811,587,83014,California
Ventura,2021-02-08,3463,106350,1609,63292,1854,43058,0,0,2407,64558,1052,20863,2407,85421,California
Ventura,2021-02-09,4693,111043,1966,65258,2727,45785,0,0,2463,64795,2229,23092,2466,87887,California
Ventura,2021-02-10,4587,115630,2205,67463,2382,48167,0,0,2363,64946,2214,25306,2365,90252,California
Ventura,2021-02-11,4592,120222,1836,69299,2756,50923,0,0,2405,65172,2181,27487,2407,92659,California
Ventura,2021-02-12,6232,126454,2620,71919,3612,54535,0,0,3181,65302,3051,30538,3181,95840,California
Ventura,2021-02-13,3252,129706,1811,73730,1441,55976,0,0,1814,65682,1434,31972,1814,97654,California
Ventura,2021-02-14,1212,130918,122,73852,1090,57066,0,0,999,66469,213,32185,1000,98654,California
Ventura,2021-02-15,3950,134868,1776,75628,2174,59240,0,0,2089,66699,1859,34044,2089,100743,California
Ventura,2021-02-16,5401,140269,2654,78282,2747,61987,0,0,2967,67235,2432,36476,2968,103711,California
Ventura,2021-02-17,5133,145402,1890,80172,3243,65230,0,0,3202,68513,1924,38400,3202,106913,California
Ventura,2021-02-18,5569,150971,1734,81906,3835,69065,0,0,3517,69986,2044,40444,3517,110430,California
Ventura,2021-02-19,6325,157296,3695,85601,2630,71695,0,0,2952,69579,3367,43811,2960,113390,California
Ventura,2021-02-20,4638,161934,2992,88593,1646,73341,0,0,2584,70113,2051,45862,2585,115975,California
Ventura,2021-02-21,944,162878,663,89256,281,73622,0,0,407,69986,534,46396,407,116382,California
Ventura,2021-02-22,5284,168162,2350,91606,2934,76556,0,0,3409,71531,1866,48262,3411,119793,California
Ventura,2021-02-23,5817,173979,2931,94537,2886,79442,0,0,3389,72517,2406,50668,3392,123185,California
Ventura,2021-02-24,4760,178739,1197,95734,3563,83005,0,0,3019,73808,1728,52396,3019,126204,California
Ventura,2021-02-25,7268,186007,2542,98276,4726,87731,0,0,4459,75474,2797,55193,4463,130667,California
Ventura,2021-02-26,8953,194960,2653,100929,6300,94031,0,0,5922,78388,3011,58204,5925,136592,California
Ventura,2021-02-27,9837,204797,5207,106136,4630,98661,0,0,7282,83136,2539,60743,7287,143879,California
Ventura,2021-02-28,2474,207271,1607,107743,866,99527,1,1,2029,84725,441,61184,2030,145909,California
Ventura,2021-03-01,6735,214006,2721,110464,4014,103541,0,1,4475,86960,2252,63436,4487,150396,California
Ventura,2021-03-02,7198,221204,3841,114305,3357,106898,0,1,5046,89864,2146,65582,5050,155446,California
Ventura,2021-03-03,8050,229254,3746,118051,4304,111202,0,1,5727,93284,2312,67894,5732,161178,California
Ventura,2021-03-04,7794,237048,3799,121850,3995,115197,0,1,5344,96192,2438,70332,5346,166524,California
Ventura,2021-03-05,9072,246120,4653,126503,4408,119605,11,12,6499,100148,2561,72893,6517,173041,California
Ventura,2021-03-06,5140,251260,2983,129486,2005,121610,152,164,3725,102614,1414,74307,3880,176921,California
Ventura,2021-03-07,1567,252827,600,130086,866,122476,101,265,1160,103469,406,74713,1261,178182,California
Ventura,2021-03-08,6006,258833,3259,133345,2637,125113,110,375,4208,105992,1796,76509,4319,182501,California
Ventura,2021-03-09,6264,265097,2710,136055,3390,128503,164,539,3523,106949,2732,79241,3689,186190,California
Ventura,2021-03-10,6354,271451,2895,138950,3275,131778,184,723,4199,109183,2150,81391,4384,190574,California
Ventura,2021-03-11,5901,277352,2783,141733,2955,134733,163,886,3288,110036,2607,83998,3460,194034,California
Ventura,2021-03-12,7178,284530,2850,144583,3604,138337,724,1610,3563,110718,3611,87609,4293,198327,California
Ventura,2021-03-13,5710,290240,2199,146782,2810,141147,701,2311,3354,112422,2353,89962,4057,202384,California
Ventura,2021-03-14,1632,291872,364,147146,849,141996,419,2730,563,112336,1068,91030,982,203366,California
Ventura,2021-03-15,6421,298293,1880,149026,3383,145379,1158,3888,2840,112766,3570,94600,4000,207366,California
Ventura,2021-03-16,7596,305889,2371,151397,4164,149543,1061,4949,3850,113939,3737,98337,4910,212276,California
Ventura,2021-03-17,5381,311270,2038,153435,3176,152719,167,5116,3328,115393,2041,100378,3495,215771,California
Ventura,2021-03-18,3343,314613,1657,155092,1587,154306,99,5215,2336,116825,1003,101381,2435,218206,California
Ventura,2021-03-19,2634,317247,1326,156418,1252,155558,56,5271,1466,117183,1162,102543,1520,219726,California
Riverside,2020-12-15,4,4,4,4,0,0,0,0,4,4,0,0,4,4,California
Riverside,2020-12-16,63,67,63,67,0,0,0,0,63,67,0,0,63,67,California
Riverside,2020-12-17,803,870,803,870,0,0,0,0,803,870,0,0,803,870,California
Riverside,2020-12-18,1721,2591,1720,2590,1,1,0,0,1721,2591,0,0,1721,2591,California
Riverside,2020-12-19,1020,3611,1018,3608,2,3,0,0,1018,3608,1,1,1018,3609,California
Riverside,2020-12-20,1077,4688,1077,4685,0,3,0,0,1077,4685,0,1,1077,4686,California
Riverside,2020-12-21,2268,6956,2267,6952,1,4,0,0,2268,6953,0,1,2268,6954,California
Riverside,2020-12-22,2243,9199,2204,9156,39,43,0,0,2242,9195,0,1,2242,9196,California
Riverside,2020-12-23,2116,11315,1782,10938,334,377,0,0,2117,11312,0,1,2117,11313,California
Riverside,2020-12-24,819,12134,620,11558,199,576,0,0,819,12131,0,1,819,12132,California
Riverside,2020-12-25,28,12162,5,11563,23,599,0,0,28,12159,0,1,28,12160,California
Riverside,2020-12-26,401,12563,257,11820,144,743,0,0,401,12560,0,1,401,12561,California
Riverside,2020-12-27,362,12925,245,12065,117,860,0,0,362,12922,0,1,362,12923,California
Riverside,2020-12-28,1617,14542,1121,13186,496,1356,0,0,1617,14539,0,1,1617,14540,California
Riverside,2020-12-29,1733,16275,969,14155,764,2120,0,0,1733,16272,0,1,1733,16273,California
Riverside,2020-12-30,2559,18834,1675,15830,884,3004,0,0,2558,18830,0,1,2558,18831,California
Riverside,2020-12-31,1014,19848,394,16224,620,3624,0,0,1016,19846,0,1,1016,19847,California
Riverside,2021-01-01,96,19944,36,16260,60,3684,0,0,96,19942,0,1,96,19943,California
Riverside,2021-01-02,822,20766,688,16948,134,3818,0,0,822,20764,0,1,822,20765,California
Riverside,2021-01-03,342,21108,296,17244,46,3864,0,0,341,21105,0,1,341,21106,California
Riverside,2021-01-04,1250,22358,793,18037,457,4321,0,0,1250,22355,0,1,1250,22356,California
Riverside,2021-01-05,1977,24335,1361,19398,616,4937,0,0,1880,24144,91,92,1880,24236,California
Riverside,2021-01-06,2454,26789,1093,20491,1361,6298,0,0,2150,25994,300,392,2150,26386,California
Riverside,2021-01-07,2740,29529,1801,22292,939,7237,0,0,1686,26634,1050,1442,1690,28076,California
Riverside,2021-01-08,4013,33542,2925,25217,1088,8325,0,0,2211,27049,1798,3240,2213,30289,California
Riverside,2021-01-09,2061,35603,835,26052,1226,9551,0,0,1716,28422,343,3583,1716,32005,California
Riverside,2021-01-10,1658,37261,732,26784,926,10477,0,0,1055,28874,603,4186,1055,33060,California
