county,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,california_flag
Alameda,2021-01-15,5794,68136,2404,41818,3390,26318,0,0,4982,45843,805,11142,4984,56985,California
Alameda,2021-01-16,3111,71247,1474,43292,1637,27955,0,0,2807,48346,304,11446,2807,59792,California
Alameda,2021-01-17,1866,73113,1072,44364,794,28749,0,0,1663,49806,203,11649,1663,61455,California
Alameda,2021-01-18,3226,76339,2083,46447,1143,29892,0,0,2609,51808,613,12262,2615,64070,California
Alameda,2021-01-19,5484,81823,3320,49767,2164,32056,0,0,4298,54926,1184,13446,4302,68372,California
Alameda,2021-01-20,6574,88397,4019,53786,2555,34611,0,0,5284,58936,1278,14724,5288,73660,California
Alameda,2021-01-21,7622,96019,3363,57149,4259,38870,0,0,6817,64956,799,15523,6819,80479,California
Alameda,2021-01-22,6907,102926,2046,59195,4861,43731,0,0,5750,69558,1150,16673,5752,86231,California
Alameda,2021-01-23,3262,106188,933,60128,2329,46060,0,0,2715,71727,546,17219,2715,88946,California
Alameda,2021-01-24,2084,108272,676,60804,1408,47468,0,0,1792,73232,288,17507,1793,90739,California
Alameda,2021-01-25,5149,113421,1959,62763,3190,50658,0,0,3602,75295,1541,19048,3604,94343,California
Alameda,2021-01-26,7189,120610,2260,65023,4929,55587,0,0,5331,78778,1848,20896,5331,99674,California
Alameda,2021-01-27,6632,127242,2050,67073,4582,60169,0,0,4820,81796,1802,22698,4820,104494,California
Alameda,2021-01-28,7726,134968,2430,69503,5296,65465,0,0,5562,85212,2147,24845,5563,110057,California
Alameda,2021-01-29,7762,142730,3080,72583,4682,70147,0,0,6008,89477,1743,26588,6008,116065,California
Alameda,2021-01-30,3236,145966,1498,74081,1738,71885,0,0,2699,91643,534,27122,2700,118765,California
Alameda,2021-01-31,2137,148103,1190,75271,947,72832,0,0,1664,92851,457,27579,1665,120430,California
Alameda,2021-02-01,5886,153989,3315,78586,2571,75403,0,0,4281,95534,1599,29178,4282,124712,California
Alameda,2021-02-02,7365,161354,4212,82798,3153,78556,0,0,4595,97369,2761,31939,4596,129308,California
Alameda,2021-02-03,7025,168379,3720,86518,3305,81861,0,0,4368,99087,2653,34592,4371,133679,California
Alameda,2021-02-04,9420,177799,4104,90622,5316,87177,0,0,6416,102519,2988,37580,6420,140099,California
Alameda,2021-02-05,10262,188061,5379,96001,4883,92060,0,0,6418,105106,3835,41415,6422,146521,California
Alameda,2021-02-06,6850,194911,4386,100387,2464,94524,0,0,5749,109753,1103,42518,5750,152271,California
Alameda,2021-02-07,3549,198460,2865,103252,684,95208,0,0,2633,111472,915,43433,2634,154905,California
Alameda,2021-02-08,7929,206389,5689,108941,2240,97448,0,0,5452,114459,2466,45899,5453,160358,California
Alameda,2021-02-09,9601,215990,5809,114750,3792,101240,0,0,6000,116864,3596,49495,6001,166359,California
Alameda,2021-02-10,11373,227363,6732,121482,4641,105881,0,0,6604,118722,4753,54248,6611,172970,California
Alameda,2021-02-11,12714,240077,6919,128401,5795,111676,0,0,8172,122369,4532,58780,8179,181149,California
Alameda,2021-02-12,12224,252301,5601,134002,6623,118299,0,0,7566,125288,4649,63429,7568,188717,California
Alameda,2021-02-13,7684,259985,3995,137997,3689,121988,0,0,5773,129151,1910,65339,5773,194490,California
Alameda,2021-02-14,4012,263997,2536,140533,1476,123464,0,0,2857,130856,1153,66492,2858,197348,California
Alameda,2021-02-15,5644,269641,3195,143728,2449,125913,0,0,3658,132532,1984,68476,3660,201008,California
Alameda,2021-02-16,12122,281763,6751,150479,5371,131284,0,0,9031,138486,3084,71560,9038,210046,California
Alameda,2021-02-17,13541,295304,8052,158531,5489,136773,0,0,10107,145177,3423,74983,10114,220160,California
Alameda,2021-02-18,14795,310099,9416,167947,5379,142152,0,0,10837,152060,3957,78940,10840,231000,California
Alameda,2021-02-19,16364,326463,10759,178706,5605,147757,0,0,11047,157827,5305,84245,11072,242072,California
Alameda,2021-02-20,11465,337928,9359,188065,2106,149863,0,0,8912,164195,2552,86797,8920,250992,California
Alameda,2021-02-21,5882,343810,5009,193074,873,150736,0,0,3543,165414,2333,89130,3552,254544,California
Alameda,2021-02-22,10255,354065,7605,200679,2650,153386,0,0,6566,168314,3676,92806,6576,261120,California
Alameda,2021-02-23,12302,366367,7488,208167,4814,158200,0,0,7708,171448,4588,97394,7722,268842,California
Alameda,2021-02-24,13914,380281,7698,215865,6216,164416,0,0,9048,175654,4854,102248,9060,277902,California
Alameda,2021-02-25,14851,395132,8792,224657,6059,170475,0,0,9406,179656,5417,107665,9419,287321,California
Alameda,2021-02-26,16845,411977,9797,234454,7048,177523,0,0,11009,184875,5805,113470,11024,298345,California
Alameda,2021-02-27,14450,426427,10618,245072,3832,181355,0,0,8978,188408,5454,118924,8987,307332,California
Alameda,2021-02-28,8956,435383,7603,252675,1353,182708,0,0,5961,191385,2988,121912,5965,313297,California
Alameda,2021-03-01,12731,448114,8901,261576,3830,186538,0,0,7966,194637,4730,126642,7982,321279,California
Alameda,2021-03-02,12782,460896,8929,270505,3853,190391,0,0,8404,198679,4365,131007,8407,329686,California
Alameda,2021-03-03,13717,474613,8998,279503,4719,195110,0,0,9292,203570,4408,135415,9299,338985,California
Alameda,2021-03-04,15063,489676,9543,289046,5520,200630,0,0,9419,207394,5619,141034,9443,348428,California
Alameda,2021-03-05,13817,503493,8714,297760,5099,205729,4,4,9377,212373,4419,145453,9398,357826,California
Alameda,2021-03-06,13162,516655,9577,307337,3334,209063,251,255,8806,217104,4340,149793,9071,366897,California
Alameda,2021-03-07,9218,525873,8014,315351,1128,210191,76,331,6547,221065,2664,152457,6625,373522,California
Alameda,2021-03-08,10780,536653,6812,322163,3749,213940,219,550,8261,227043,2510,154967,8488,382010,California
Alameda,2021-03-09,10878,547531,6638,328801,3815,217755,425,975,6261,229127,4607,159574,6691,388701,California
Alameda,2021-03-10,15785,563316,10898,339699,4362,222117,525,1500,7187,228261,8582,168156,7716,396417,California
Alameda,2021-03-11,18835,582151,10964,350663,6449,228566,1422,2922,6961,224800,11853,180009,8392,404809,California
Alameda,2021-03-12,18519,600670,11073,361736,6282,234848,1164,4086,6995,221469,11507,191516,8176,412985,California
Alameda,2021-03-13,13419,614089,8755,370491,3878,238726,786,4872,4592,218049,8801,200317,5381,418366,California
Alameda,2021-03-14,10091,624180,7601,378092,1745,240471,745,5617,4637,217984,5447,205764,5382,423748,California
Alameda,2021-03-15,14007,638187,9264,387356,4270,244741,473,6090,6375,217223,7609,213373,6848,430596,California
Alameda,2021-03-16,17140,655327,11072,398428,5536,250277,532,6622,7871,216410,9219,222592,8406,439002,California
Alameda,2021-03-17,15405,670732,9032,407460,5791,256068,582,7204,7142,215896,8243,230835,7729,446731,California
Alameda,2021-03-18,11304,682036,6779,414239,3905,259973,620,7824,4886,215008,6404,237239,5516,452247,California
Alameda,2021-03-19,7817,689853,4664,418903,2207,262180,946,8770,2817,213786,4994,242233,3772,456019,California
Kings,2020-12-16,1,1,1,1,0,0,0,0,1,1,0,0,1,1,California
Kings,2020-12-17,8,9,8,9,0,0,0,0,8,9,0,0,8,9,California
Kings,2020-12-18,12,21,12,21,0,0,0,0,12,21,0,0,12,21,California
Kings,2020-12-19,11,32,11,32,0,0,0,0,11,32,0,0,11,32,California
Kings,2020-12-20,13,45,13,45,0,0,0,0,13,45,0,0,13,45,California
Kings,2020-12-21,153,198,153,198,0,0,0,0,270,315,0,0,270,315,California
Kings,2020-12-22,142,340,142,340,0,0,0,0,139,454,0,0,139,454,California
Kings,2020-12-23,134,474,122,462,12,12,0,0,135,589,0,0,135,589,California
Kings,2020-12-24,11,485,9,471,2,14,0,0,11,600,0,0,11,600,California
Kings,2020-12-26,7,492,4,475,3,17,0,0,7,607,0,0,7,607,California
Kings,2020-12-27,4,496,4,479,0,17,0,0,4,611,0,0,4,611,California
Kings,2020-12-28,130,626,103,582,27,44,0,0,131,742,0,0,131,742,California
Kings,2020-12-29,78,704,51,633,27,71,0,0,79,821,0,0,79,821,California
Kings,2020-12-30,147,851,108,741,39,110,0,0,147,968,0,0,147,968,California
Kings,2020-12-31,44,895,6,747,38,148,0,0,44,1012,0,0,44,1012,California
Kings,2021-01-01,1,896,0,747,1,149,0,0,1,1013,0,0,1,1013,California
Kings,2021-01-02,10,906,9,756,1,150,0,0,10,1023,0,0,10,1023,California
Kings,2021-01-04,112,1018,41,797,71,221,0,0,112,1135,0,0,112,1135,California
Kings,2021-01-05,197,1215,39,836,158,379,0,0,197,1332,0,0,197,1332,California
Kings,2021-01-06,275,1490,178,1014,97,476,0,0,272,1601,3,3,272,1604,California
Kings,2021-01-07,179,1669,82,1096,97,573,0,0,171,1764,8,11,171,1775,California
Kings,2021-01-08,246,1915,53,1149,193,766,0,0,228,1974,18,29,228,2003,California
Kings,2021-01-09,63,1978,9,1158,54,820,0,0,55,2021,8,37,55,2058,California
Kings,2021-01-10,15,1993,3,1161,12,832,0,0,12,2030,3,40,12,2070,California
Kings,2021-01-11,516,2509,354,1515,162,994,0,0,273,2061,243,283,274,2344,California
Kings,2021-01-12,352,2861,255,1770,97,1091,0,0,218,2148,131,414,218,2562,California
Kings,2021-01-13,413,3274,266,2036,147,1238,0,0,322,2379,91,505,322,2884,California
Kings,2021-01-14,206,3480,31,2067,175,1413,0,0,196,2555,21,526,197,3081,California
Kings,2021-01-15,413,3893,28,2095,385,1798,0,0,401,2944,12,538,401,3482,California
Kings,2021-01-16,31,3924,12,2107,19,1817,0,0,30,2973,1,539,30,3512,California
Kings,2021-01-17,8,3932,5,2112,3,1820,0,0,6,2977,2,541,6,3518,California
Kings,2021-01-18,172,4104,40,2152,132,1952,0,0,146,3097,26,567,146,3664,California
Kings,2021-01-19,376,4480,158,2310,218,2170,0,0,248,3217,128,695,248,3912,California
Kings,2021-01-20,223,4703,134,2444,89,2259,0,0,122,3238,101,796,122,4034,California
Kings,2021-01-21,185,4888,32,2476,153,2412,0,0,171,3393,16,812,171,4205,California
Kings,2021-01-22,123,5011,37,2513,86,2498,0,0,123,3512,4,816,123,4328,California
Kings,2021-01-23,26,5037,14,2527,12,2510,0,0,20,3526,6,822,20,4348,California
Kings,2021-01-24,2,5039,2,2529,0,2510,0,0,0,3524,2,824,0,4348,California
Kings,2021-01-25,123,5162,25,2554,98,2608,0,0,90,3581,33,857,90,4438,California
Kings,2021-01-26,153,5315,34,2588,119,2727,0,0,114,3656,39,896,114,4552,California
Kings,2021-01-27,316,5631,34,2622,282,3009,0,0,246,3833,69,965,246,4798,California
Kings,2021-01-28,323,5954,47,2669,276,3285,0,0,268,4046,55,1020,268,5066,California
Kings,2021-01-29,85,6039,26,2695,59,3344,0,0,68,4097,17,1037,68,5134,California
Kings,2021-01-30,1424,7463,31,2726,1393,4737,0,0,1423,5519,1,1038,1423,6557,California
Kings,2021-02-01,198,7661,64,2790,134,4871,0,0,71,5465,125,1163,71,6628,California
Kings,2021-02-02,223,7884,13,2803,210,5081,0,0,80,5403,142,1305,80,6708,California
Kings,2021-02-03,349,8233,190,2993,159,5240,0,0,195,5445,153,1458,195,6903,California
Kings,2021-02-04,390,8623,97,3090,293,5533,0,0,196,5447,194,1652,196,7099,California
Kings,2021-02-05,253,8876,13,3103,240,5773,0,0,100,5395,152,1804,100,7199,California
Kings,2021-02-06,58,8934,10,3113,48,5821,0,0,26,5389,32,1836,26,7225,California
Kings,2021-02-07,5,8939,3,3116,2,5823,0,0,3,5390,2,1838,3,7228,California
Kings,2021-02-08,168,9107,26,3142,142,5965,0,0,67,5356,101,1939,67,7295,California
Kings,2021-02-09,251,9358,56,3198,195,6160,0,0,108,5323,141,2080,108,7403,California
Kings,2021-02-10,285,9643,111,3309,174,6334,0,0,175,5388,110,2190,175,7578,California
Kings,2021-02-11,412,10055,64,3373,348,6682,0,0,305,5587,107,2297,306,7884,California
Kings,2021-02-12,602,10657,36,3409,566,7248,0,0,344,5673,258,2555,344,8228,California
Kings,2021-02-13,100,10757,6,3415,94,7342,0,0,75,5723,25,2580,75,8303,California
Kings,2021-02-14,99,10856,4,3419,95,7437,0,0,94,5812,5,2585,94,8397,California
Kings,2021-02-15,228,11084,4,3423,224,7661,0,0,120,5825,107,2692,120,8517,California
Kings,2021-02-16,473,11557,31,3454,442,8103,0,0,241,5835,231,2923,241,8758,California
Kings,2021-02-17,362,11919,21,3475,341,8444,0,0,227,5927,135,3058,227,8985,California
Kings,2021-02-18,143,12062,21,3496,122,8566,0,0,90,5965,53,3111,91,9076,California
Kings,2021-02-19,155,12217,22,3518,133,8699,0,0,102,6019,52,3163,106,9182,California
Kings,2021-02-20,155,12372,40,3558,115,8814,0,0,126,6116,29,3192,126,9308,California
Kings,2021-02-21,1,12373,0,3558,1,8815,0,0,1,6117,0,3192,1,9309,California
Kings,2021-02-22,102,12475,19,3577,83,8898,0,0,42,6099,60,3252,42,9351,California
Kings,2021-02-23,277,12752,68,3645,209,9107,0,0,162,6146,115,3367,162,9513,California
Kings,2021-02-24,571,13323,145,3790,426,9533,0,0,369,6314,202,3569,370,9883,California
Kings,2021-02-25,642,13965,108,3898,534,10067,0,0,430,6534,210,3779,430,10313,California
Kings,2021-02-26,608,14573,126,4024,482,10549,0,0,553,7034,53,3832,553,10866,California
Kings,2021-02-27,1238,15811,60,4084,1178,11727,0,0,599,6997,639,4471,602,11468,California
Kings,2021-02-28,999,16810,443,4527,556,12283,0,0,512,7023,486,4957,512,11980,California
Kings,2021-03-01,245,17055,74,4601,171,12454,0,0,202,7184,43,5000,204,12184,California
Kings,2021-03-02,429,17484,195,4796,234,12688,0,0,387,7529,42,5042,387,12571,California
Kings,2021-03-03,544,18028,274,5070,270,12958,0,0,383,7752,160,5202,383,12954,California
Kings,2021-03-04,556,18584,271,5341,285,13243,0,0,469,8134,87,5289,469,13423,California
Kings,2021-03-05,861,19445,311,5652,541,13784,9,9,748,8779,113,5402,758,14181,California
Kings,2021-03-06,500,19945,185,5837,302,14086,13,22,470,9233,30,5432,484,14665,California
Kings,2021-03-07,219,20164,83,5920,132,14218,4,26,211,9440,8,5440,215,14880,California
Kings,2021-03-08,273,20437,69,5989,158,14376,46,72,178,9569,95,5535,224,15104,California
Kings,2021-03-09,377,20814,121,6110,211,14587,45,117,289,9815,88,5623,334,15438,California
Kings,2021-03-10,375,21189,91,6201,240,14827,44,161,265,10015,108,5731,308,15746,California
Kings,2021-03-11,792,21981,252,6453,434,15261,106,267,533,10399,256,5987,640,16386,California
Kings,2021-03-12,962,22943,228,6681,649,15910,85,352,673,10869,288,6275,758,17144,California
Kings,2021-03-13,347,23290,81,6762,227,16137,39,391,268,11098,79,6354,308,17452,California
Kings,2021-03-14,143,23433,77,6839,47,16184,19,410,80,11134,63,6417,99,17551,California
Kings,2021-03-15,563,23996,159,6998,290,16474,114,524,341,11367,222,6639,455,18006,California
Kings,2021-03-16,918,24914,324,7322,531,17005,63,587,594,11701,321,6960,655,18661,California
Kings,2021-03-17,830,25744,286,7608,506,17511,38,625,620,12150,210,7170,659,19320,California
Kings,2021-03-18,587,26331,231,7839,266,17777,90,715,448,12550,139,7309,539,19859,California
Kings,2021-03-19,357,26688,130,7969,214,17991,13,728,291,12789,66,7375,305,20164,California
San Benito,2020-12-16,2,2,2,2,0,0,0,0,2,2,0,0,2,2,California
San Benito,2020-12-17,9,11,9,11,0,0,0,0,9,11,0,0,9,11,California
San Benito,2020-12-18,33,44,33,44,0,0,0,0,33,44,0,0,33,44,California
San Benito,2020-12-19,48,92,48,92,0,0,0,0,48,92,0,0,48,92,California
San Benito,2020-12-20,22,114,21,113,1,1,0,0,22,114,0,0,22,114,California
San Benito,2020-12-21,47,161,47,160,0,1,0,0,47,161,0,0,47,161,California
San Benito,2020-12-22,59,220,59,219,0,1,0,0,59,220,0,0,59,220,California
San Benito,2020-12-23,48,268,36,255,12,13,0,0,48,268,0,0,48,268,California
San Benito,2020-12-24,12,280,4,259,8,21,0,0,12,280,0,0,12,280,California
San Benito,2020-12-25,4,284,4,263,0,21,0,0,4,284,0,0,4,284,California
San Benito,2020-12-26,13,297,4,267,9,30,0,0,13,297,0,0,13,297,California
San Benito,2020-12-27,8,305,7,274,1,31,0,0,8,305,0,0,8,305,California
San Benito,2020-12-28,63,368,36,310,27,58,0,0,63,368,0,0,63,368,California
San Benito,2020-12-29,48,416,19,329,29,87,0,0,48,416,0,0,48,416,California
San Benito,2020-12-30,59,475,36,365,23,110,0,0,59,475,0,0,59,475,California
San Benito,2020-12-31,19,494,2,367,17,127,0,0,19,494,0,0,19,494,California
San Benito,2021-01-02,25,519,24,391,1,128,0,0,25,519,0,0,25,519,California
San Benito,2021-01-03,3,522,1,392,2,130,0,0,3,522,0,0,3,522,California
San Benito,2021-01-04,62,584,23,415,39,169,0,0,62,584,0,0,62,584,California
San Benito,2021-01-05,118,702,36,451,82,251,0,0,115,696,3,3,115,699,California
San Benito,2021-01-06,95,797,40,491,55,306,0,0,81,763,14,17,81,780,California
San Benito,2021-01-07,77,874,41,532,36,342,0,0,51,788,26,43,51,831,California
San Benito,2021-01-08,128,1002,66,598,62,404,0,0,86,832,42,85,86,917,California
San Benito,2021-01-09,44,1046,32,630,12,416,0,0,29,846,15,100,29,946,California
San Benito,2021-01-10,16,1062,14,644,2,418,0,0,5,840,11,111,5,951,California
San Benito,2021-01-11,97,1159,54,698,43,461,0,0,49,841,48,159,49,1000,California
San Benito,2021-01-12,153,1312,51,749,102,563,0,0,118,924,35,194,118,1118,California
San Benito,2021-01-13,186,1498,33,782,153,716,0,0,161,1060,25,219,161,1279,California
San Benito,2021-01-14,116,1614,27,809,89,805,0,0,97,1138,19,238,97,1376,California
San Benito,2021-01-15,212,1826,21,830,191,996,0,0,198,1322,14,252,198,1574,California
San Benito,2021-01-16,29,1855,10,840,19,1015,0,0,23,1339,6,258,23,1597,California
San Benito,2021-01-17,10,1865,5,845,5,1020,0,0,7,1343,3,261,7,1604,California
San Benito,2021-01-18,38,1903,24,869,14,1034,0,0,22,1349,16,277,22,1626,California
San Benito,2021-01-19,148,2051,62,931,86,1120,0,0,123,1447,25,302,123,1749,California
San Benito,2021-01-20,262,2313,82,1013,180,1300,0,0,217,1620,44,346,217,1966,California
San Benito,2021-01-21,123,2436,30,1043,93,1393,0,0,99,1695,24,370,99,2065,California
San Benito,2021-01-22,230,2666,20,1063,210,1603,0,0,219,1903,11,381,219,2284,California
San Benito,2021-01-23,32,2698,18,1081,14,1617,0,0,14,1899,18,399,14,2298,California
San Benito,2021-01-24,11,2709,3,1084,8,1625,0,0,7,1902,4,403,7,2305,California
San Benito,2021-01-25,67,2776,25,1109,42,1667,0,0,22,1879,45,448,22,2327,California
San Benito,2021-01-26,135,2911,41,1150,94,1761,0,0,82,1908,53,501,82,2409,California
San Benito,2021-01-27,231,3142,69,1219,162,1923,0,0,190,2057,41,542,190,2599,California
San Benito,2021-01-28,152,3294,30,1249,122,2045,0,0,121,2148,30,572,121,2720,California
San Benito,2021-01-29,286,3580,32,1281,254,2299,0,0,262,2387,23,595,262,2982,California
San Benito,2021-01-30,45,3625,27,1308,18,2317,0,0,26,2394,19,614,26,3008,California
San Benito,2021-01-31,22,3647,10,1318,12,2329,0,0,12,2397,9,623,12,3020,California
San Benito,2021-02-01,133,3780,29,1347,104,2433,0,0,87,2438,46,669,87,3107,California
San Benito,2021-02-02,222,4002,47,1394,175,2608,0,0,132,2480,90,759,132,3239,California
San Benito,2021-02-03,328,4330,41,1435,287,2895,0,0,264,2680,64,823,264,3503,California
San Benito,2021-02-04,159,4489,24,1459,135,3030,0,0,116,2753,43,866,116,3619,California
San Benito,2021-02-05,289,4778,40,1499,249,3279,0,0,229,2922,60,926,229,3848,California
San Benito,2021-02-06,50,4828,10,1509,40,3319,0,0,34,2940,16,942,34,3882,California
San Benito,2021-02-07,14,4842,6,1515,8,3327,0,0,13,2952,1,943,13,3895,California
San Benito,2021-02-08,130,4972,15,1530,115,3442,0,0,85,2992,45,988,85,3980,California
San Benito,2021-02-09,323,5295,63,1593,260,3702,0,0,192,3053,131,1119,192,4172,California
San Benito,2021-02-10,319,5614,91,1684,228,3930,0,0,125,2985,193,1312,125,4297,California
San Benito,2021-02-11,282,5896,28,1712,254,4184,0,0,190,3083,92,1404,190,4487,California
San Benito,2021-02-12,402,6298,30,1742,372,4556,0,0,203,3088,198,1602,203,4690,California
San Benito,2021-02-13,60,6358,9,1751,51,4607,0,0,45,3118,15,1617,45,4735,California
San Benito,2021-02-14,40,6398,5,1756,35,4642,0,0,30,3138,10,1627,30,4765,California
San Benito,2021-02-15,105,6503,9,1765,96,4738,0,0,94,3221,11,1638,94,4859,California
San Benito,2021-02-16,201,6704,11,1776,190,4928,0,0,104,3227,98,1736,104,4963,California
San Benito,2021-02-17,309,7013,29,1805,280,5208,0,0,263,3444,46,1782,263,5226,California
San Benito,2021-02-18,286,7299,35,1840,251,5459,0,0,66,3290,220,2002,66,5292,California
San Benito,2021-02-19,313,7612,39,1879,274,5733,0,0,149,3275,164,2166,149,5441,California
San Benito,2021-02-20,41,7653,24,1903,17,5750,0,0,32,3298,9,2175,32,5473,California
San Benito,2021-02-21,23,7676,9,1912,14,5764,0,0,14,3304,8,2183,14,5487,California
San Benito,2021-02-22,104,7780,31,1943,73,5837,0,0,72,3344,32,2215,72,5559,California
San Benito,2021-02-23,345,8125,83,2026,262,6099,0,0,218,3454,127,2342,237,5796,California
San Benito,2021-02-24,356,8481,53,2079,303,6402,0,0,222,3543,133,2475,222,6018,California
San Benito,2021-02-25,384,8865,59,2138,325,6727,0,0,262,3684,122,2597,263,6281,California
San Benito,2021-02-26,605,9470,62,2200,543,7270,0,0,364,3807,241,2838,364,6645,California
San Benito,2021-02-27,96,9566,34,2234,62,7332,0,0,81,3873,15,2853,81,6726,California
San Benito,2021-02-28,218,9784,17,2251,201,7533,0,0,210,4075,8,2861,210,6936,California
San Benito,2021-03-01,216,10000,57,2308,159,7692,0,0,149,4157,67,2928,149,7085,California
San Benito,2021-03-02,242,10242,68,2376,174,7866,0,0,179,4273,63,2991,179,7264,California
San Benito,2021-03-03,368,10610,48,2424,320,8186,0,0,197,4301,169,3160,197,7461,California
San Benito,2021-03-04,375,10985,106,2530,269,8455,0,0,262,4451,113,3273,263,7724,California
San Benito,2021-03-05,539,11524,284,2814,240,8695,15,15,335,4598,203,3476,350,8074,California
San Benito,2021-03-06,162,11686,59,2873,90,8785,13,28,116,4681,46,3522,129,8203,California
San Benito,2021-03-07,610,12296,570,3443,18,8803,22,50,577,5247,33,3555,599,8802,California
San Benito,2021-03-08,253,12549,60,3503,169,8972,24,74,153,5325,100,3655,178,8980,California
San Benito,2021-03-09,247,12796,76,3579,108,9080,63,137,122,5386,125,3780,186,9166,California
San Benito,2021-03-10,370,13166,103,3682,177,9257,90,227,209,5523,161,3941,298,9464,California
San Benito,2021-03-11,396,13562,99,3781,194,9451,103,330,186,5602,210,4151,289,9753,California
San Benito,2021-03-12,452,14014,118,3899,269,9720,65,395,221,5660,229,4380,287,10040,California
San Benito,2021-03-13,161,14175,87,3986,61,9781,13,408,101,5717,57,4437,114,10154,California
San Benito,2021-03-14,203,14378,39,4025,144,9925,20,428,166,5867,36,4473,186,10340,California
San Benito,2021-03-15,305,14683,90,4115,196,10121,19,447,182,5945,123,4596,201,10541,California
San Benito,2021-03-16,445,15128,200,4315,215,10336,30,477,303,6137,142,4738,334,10875,California
San Benito,2021-03-17,569,15697,389,4704,168,10504,12,489,460,6502,107,4845,472,11347,California
San Benito,2021-03-18,364,16061,284,4988,62,10566,18,507,297,6750,67,4912,315,11662,California
San Benito,2021-03-19,347,16408,253,5241,85,10651,9,516,289,6990,58,4970,298,11960,California
Modoc,2020-12-16,1,1,1,1,0,0,0,0,1,1,0,0,1,1,California
Modoc,2020-12-21,100,101,100,101,0,0,0,0,100,101,0,0,100,101,California
Modoc,2020-12-22,14,115,14,115,0,0,0,0,14,115,0,0,14,115,California
Modoc,2020-12-23,4,119,4,119,0,0,0,0,4,119,0,0,4,119,California
Modoc,2020-12-24,1,120,1,120,0,0,0,0,1,120,0,0,1,120,California
Modoc,2020-12-28,2,122,2,122,0,0,0,0,2,122,0,0,2,122,California
Modoc,2020-12-29,10,132,1,123,9,9,0,0,10,132,0,0,10,132,California
Modoc,2020-12-30,7,139,0,123,7,16,0,0,7,139,0,0,7,139,California
Modoc,2021-01-02,2,141,0,123,2,18,0,0,2,141,0,0,2,141,California
Modoc,2021-01-04,8,149,0,123,8,26,0,0,8,149,0,0,8,149,California
Modoc,2021-01-05,3,152,2,125,1,27,0,0,3,152,0,0,3,152,California
Modoc,2021-01-06,3,155,2,127,1,28,0,0,2,153,1,1,2,154,California
Modoc,2021-01-07,72,227,0,127,72,100,0,0,72,225,0,1,72,226,California
Modoc,2021-01-08,105,332,0,127,105,205,0,0,105,330,0,1,105,331,California
Modoc,2021-01-10,1,333,1,128,0,205,0,0,0,329,1,2,0,331,California
Modoc,2021-01-11,92,425,82,210,10,215,0,0,19,275,73,75,19,350,California
Modoc,2021-01-12,94,519,25,235,69,284,0,0,68,317,26,101,68,418,California
Modoc,2021-01-13,24,543,4,239,20,304,0,0,22,337,2,103,22,440,California
Modoc,2021-01-14,129,672,6,245,123,427,0,0,124,456,5,108,124,564,California
Modoc,2021-01-15,6,678,1,246,5,432,0,0,6,462,0,108,6,570,California
Modoc,2021-01-16,1,679,1,247,0,432,0,0,1,463,0,108,1,571,California
Modoc,2021-01-18,1,680,1,248,0,432,0,0,1,464,0,108,1,572,California
Modoc,2021-01-19,5,685,3,251,2,434,0,0,3,465,2,110,3,575,California
Modoc,2021-01-20,11,696,1,252,10,444,0,0,11,476,0,110,11,586,California
Modoc,2021-01-21,158,854,2,254,156,600,0,0,158,634,0,110,158,744,California
Modoc,2021-01-22,2,856,0,254,2,602,0,0,2,636,0,110,2,746,California
Modoc,2021-01-25,12,868,1,255,11,613,0,0,12,648,0,110,12,758,California
Modoc,2021-01-26,66,934,2,257,64,677,0,0,65,712,1,111,65,823,California
Modoc,2021-01-27,41,975,2,259,39,716,0,0,25,721,16,127,25,848,California
Modoc,2021-01-28,144,1119,1,260,143,859,0,0,144,865,0,127,144,992,California
Modoc,2021-01-29,3,1122,1,261,2,861,0,0,3,868,0,127,3,995,California
Modoc,2021-02-01,24,1146,11,272,13,874,0,0,11,866,13,140,11,1006,California
Modoc,2021-02-02,170,1316,2,274,168,1042,0,0,167,1030,3,143,167,1173,California
Modoc,2021-02-03,18,1334,13,287,5,1047,0,0,11,1034,7,150,11,1184,California
Modoc,2021-02-04,154,1488,3,290,151,1198,0,0,26,932,128,278,26,1210,California
Modoc,2021-02-05,4,1492,3,293,1,1199,0,0,3,934,1,279,3,1213,California
Modoc,2021-02-08,9,1501,2,295,7,1206,0,0,8,941,1,280,8,1221,California
Modoc,2021-02-09,197,1698,12,307,185,1391,0,0,65,874,132,412,65,1286,California
Modoc,2021-02-10,5,1703,2,309,3,1394,0,0,4,877,1,413,4,1290,California
Modoc,2021-02-11,201,1904,3,312,198,1592,0,0,83,842,118,531,83,1373,California
Modoc,2021-02-12,5,1909,1,313,4,1596,0,0,3,843,2,533,3,1376,California
Modoc,2021-02-13,1,1910,0,313,1,1597,0,0,1,844,0,533,1,1377,California
Modoc,2021-02-16,141,2051,0,313,141,1738,0,0,138,979,3,536,138,1515,California
Modoc,2021-02-17,22,2073,1,314,21,1759,0,0,11,979,11,547,11,1526,California
Modoc,2021-02-18,189,2262,2,316,187,1946,0,0,26,843,162,709,26,1552,California
